T,K,kappa,theta,sigma,price,error,valid_paths
1,0.9,0.15,-0.25,0.12,0.122406,0.00225126,10000
1,0.9,0.15,-0.25,0.13,0.126355,0.00236002,10000
1,0.9,0.15,-0.25,0.14,0.129603,0.00245924,10000
1,0.9,0.15,-0.25,0.15,0.128256,0.00256167,10000
1,0.9,0.15,-0.25,0.16,0.13235,0.00268122,10000
1,0.9,0.15,-0.25,0.17,0.1343,0.0028017,10000
1,0.9,0.15,-0.25,0.18,0.141154,0.00296211,10000
1,0.9,0.15,-0.25,0.19,0.137342,0.00301531,10000
1,0.9,0.15,-0.25,0.2,0.143656,0.00322535,10000
1,0.9,0.15,-0.26,0.1,0.118877,0.00205753,10000
1,0.9,0.15,-0.26,0.12,0.123032,0.00225917,10000
1,0.9,0.15,-0.26,0.13,0.125649,0.00235892,10000
1,0.9,0.15,-0.26,0.14,0.128844,0.00247744,10000
1,0.9,0.15,-0.26,0.15,0.130576,0.00258521,10000
1,0.9,0.15,-0.26,0.16,0.133164,0.0027133,10000
1,0.9,0.15,-0.26,0.17,0.13851,0.00285865,10000
1,0.9,0.15,-0.26,0.18,0.138315,0.00293456,10000
1,0.9,0.15,-0.26,0.19,0.141827,0.00304076,10000
1,0.9,0.15,-0.26,0.2,0.142519,0.00320027,10000
1,0.9,0.15,-0.35,0.1,0.12941,0.00236506,10000
1,0.9,0.15,-0.35,0.12,0.130013,0.00248975,10000
1,0.9,0.15,-0.35,0.13,0.133637,0.00262184,10000
1,0.9,0.15,-0.35,0.14,0.134721,0.00267956,10000
1,0.9,0.15,-0.35,0.15,0.135431,0.00279633,10000
1,0.9,0.15,-0.35,0.16,0.139523,0.00291331,10000
1,0.9,0.15,-0.35,0.17,0.142051,0.00299556,10000
1,0.9,0.15,-0.35,0.18,0.145429,0.00315254,10000
1,0.9,0.15,-0.35,0.19,0.147245,0.00322706,10000
1,0.9,0.15,-0.35,0.2,0.149638,0.00332797,10000
1,0.9,0.15,-0.4,0.1,0.132192,0.00254268,10000
1,0.9,0.15,-0.4,0.12,0.133602,0.00267113,10000
1,0.9,0.15,-0.4,0.13,0.137052,0.00273333,10000
1,0.9,0.15,-0.4,0.14,0.139952,0.00283449,10000
1,0.9,0.15,-0.4,0.15,0.137597,0.00286352,10000
1,0.9,0.15,-0.4,0.16,0.144276,0.0030393,10000
1,0.9,0.15,-0.4,0.17,0.145509,0.00313022,10000
1,0.9,0.15,-0.4,0.18,0.146146,0.00320044,10000
1,0.9,0.15,-0.4,0.19,0.152696,0.00338159,10000
1,0.9,0.15,-0.4,0.2,0.151487,0.00341218,10000
1,0.9,0.15,-0.45,0.1,0.139834,0.00272399,10000
1,0.9,0.15,-0.45,0.12,0.13911,0.00282121,10000
1,0.9,0.15,-0.45,0.13,0.141421,0.0029115,10000
1,0.9,0.15,-0.45,0.14,0.145798,0.00298339,10000
1,0.9,0.15,-0.45,0.15,0.144901,0.00307375,10000
1,0.9,0.15,-0.45,0.16,0.150967,0.00319288,10000
1,0.9,0.15,-0.45,0.17,0.149598,0.00329276,10000
1,0.9,0.15,-0.45,0.18,0.153273,0.00336654,10000
1,0.9,0.15,-0.45,0.19,0.154348,0.00343469,10000
1,0.9,0.15,-0.45,0.2,0.158675,0.00357527,10000
1,0.9,0.16,-0.34,0.1,0.129059,0.00239391,10000
1,0.9,0.16,-0.34,0.12,0.129643,0.0025211,10000
1,0.9,0.16,-0.34,0.13,0.133518,0.00261606,10000
1,0.9,0.16,-0.34,0.14,0.132806,0.00267092,10000
1,0.9,0.16,-0.34,0.15,0.136949,0.00276324,10000
1,0.9,0.16,-0.34,0.16,0.137998,0.00287752,10000
1,0.9,0.16,-0.34,0.17,0.140997,0.00297708,10000
1,0.9,0.16,-0.34,0.18,0.145479,0.00311462,10000
1,0.9,0.16,-0.34,0.19,0.146345,0.00319174,10000
1,0.9,0.16,-0.34,0.2,0.147729,0.00333998,10000
1,0.9,0.16,-0.3,0.1,0.123229,0.00220628,10000
1,0.9,0.16,-0.3,0.12,0.128119,0.00237934,10000
1,0.9,0.16,-0.3,0.13,0.130195,0.00249446,10000
1,0.9,0.16,-0.3,0.14,0.1308,0.00256288,10000
1,0.9,0.16,-0.3,0.15,0.134947,0.00269503,10000
1,0.9,0.16,-0.3,0.16,0.138232,0.00280161,10000
1,0.9,0.16,-0.3,0.17,0.139604,0.002877,10000
1,0.9,0.16,-0.3,0.18,0.142367,0.00303574,10000
1,0.9,0.16,-0.3,0.19,0.145408,0.00312313,10000
1,0.9,0.16,-0.3,0.2,0.146908,0.00329802,10000
1,0.9,0.16,-0.27,0.1,0.122714,0.00213447,10000
1,0.9,0.16,-0.27,0.12,0.125182,0.00232039,10000
1,0.9,0.16,-0.27,0.13,0.124926,0.00241907,10000
1,0.9,0.16,-0.27,0.14,0.129745,0.00251192,10000
1,0.9,0.16,-0.27,0.15,0.128513,0.00260837,10000
1,0.9,0.16,-0.27,0.16,0.133003,0.00270238,10000
1,0.9,0.16,-0.27,0.17,0.13541,0.00283718,10000
1,0.9,0.16,-0.27,0.18,0.142398,0.00300675,10000
1,0.9,0.16,-0.27,0.19,0.138768,0.00300288,10000
1,0.9,0.16,-0.27,0.2,0.14356,0.00322138,10000
1,0.9,0.16,-0.24,0.1,0.117047,0.00201788,10000
1,0.9,0.16,-0.24,0.12,0.123313,0.00223479,10000
1,0.9,0.16,-0.24,0.13,0.124757,0.00234458,10000
1,0.9,0.16,-0.24,0.14,0.125324,0.00243658,10000
1,0.9,0.16,-0.24,0.15,0.13034,0.00258246,10000
1,0.9,0.16,-0.24,0.16,0.134302,0.00269231,10000
1,0.9,0.16,-0.24,0.17,0.13341,0.00276668,10000
1,0.9,0.16,-0.24,0.18,0.137095,0.00290862,10000
1,0.9,0.16,-0.24,0.19,0.139549,0.00304066,10000
1,0.9,0.16,-0.24,0.2,0.144398,0.00317117,10000
1,0.9,0.16,-0.21,0.1,0.116527,0.00196313,10000
1,0.9,0.16,-0.21,0.12,0.120616,0.00215657,10000
1,0.9,0.16,-0.21,0.13,0.124029,0.00228656,10000
1,0.9,0.16,-0.21,0.14,0.12511,0.00239362,10000
1,0.9,0.16,-0.21,0.15,0.127486,0.00252173,10000
1,0.9,0.16,-0.21,0.16,0.129941,0.00265134,10000
1,0.9,0.16,-0.21,0.17,0.135121,0.00277672,10000
1,0.9,0.16,-0.21,0.18,0.134868,0.00285981,10000
1,0.9,0.16,-0.21,0.19,0.140134,0.00307526,10000
1,0.9,0.16,-0.21,0.2,0.142402,0.00321011,10000
1,0.9,0.16,-0.25,0.1,0.121125,0.00207258,10000
1,0.9,0.16,-0.25,0.12,0.124467,0.00227629,10000
1,0.9,0.16,-0.25,0.13,0.125941,0.00235969,10000
1,0.9,0.16,-0.25,0.14,0.125445,0.00245822,10000
1,0.9,0.16,-0.25,0.15,0.131123,0.00258968,10000
1,0.9,0.16,-0.25,0.16,0.131462,0.00266829,10000
1,0.9,0.16,-0.25,0.17,0.133598,0.00279177,10000
1,0.9,0.16,-0.25,0.18,0.13912,0.00293409,10000
1,0.9,0.16,-0.25,0.19,0.140412,0.00308086,10000
1,0.9,0.16,-0.25,0.2,0.140182,0.00314465,10000
1,0.9,0.16,-0.26,0.1,0.120953,0.00210156,10000
1,0.9,0.16,-0.26,0.12,0.125668,0.00231281,10000
1,0.9,0.16,-0.26,0.13,0.127774,0.00241236,10000
1,0.9,0.16,-0.26,0.14,0.129519,0.00249159,10000
1,0.9,0.16,-0.26,0.15,0.129728,0.002627,10000
1,0.9,0.16,-0.26,0.16,0.135135,0.00273841,10000
1,0.9,0.16,-0.26,0.17,0.136893,0.0028302,10000
1,0.9,0.16,-0.26,0.18,0.138094,0.00291268,10000
1,0.9,0.16,-0.26,0.19,0.143632,0.00310411,10000
1,0.9,0.16,-0.26,0.2,0.146118,0.00319873,10000
1,0.9,0.16,-0.35,0.1,0.129983,0.00240732,10000
1,0.9,0.16,-0.35,0.12,0.133506,0.00255912,10000
1,0.9,0.16,-0.35,0.13,0.132349,0.00258644,10000
1,0.9,0.16,-0.35,0.14,0.136811,0.00272012,10000
1,0.9,0.16,-0.35,0.15,0.139386,0.00283351,10000
1,0.9,0.16,-0.35,0.16,0.141789,0.00289054,10000
1,0.9,0.16,-0.35,0.17,0.144152,0.0029955,10000
1,0.9,0.16,-0.35,0.18,0.147031,0.00314528,10000
1,0.9,0.16,-0.35,0.19,0.149208,0.0032594,10000
1,0.9,0.16,-0.35,0.2,0.151676,0.00334286,10000
1,0.9,0.16,-0.4,0.1,0.134528,0.00258239,10000
1,0.9,0.16,-0.4,0.12,0.135747,0.00271509,10000
1,0.9,0.16,-0.4,0.13,0.140563,0.00278543,10000
1,0.9,0.16,-0.4,0.14,0.142169,0.00287033,10000
1,0.9,0.16,-0.4,0.15,0.140677,0.00291177,10000
1,0.9,0.16,-0.4,0.16,0.146613,0.00306393,10000
1,0.9,0.16,-0.4,0.17,0.149429,0.00313408,10000
1,0.9,0.16,-0.4,0.18,0.148561,0.00321595,10000
1,0.9,0.16,-0.4,0.19,0.149674,0.00334639,10000
1,0.9,0.16,-0.4,0.2,0.157132,0.00351546,10000
1,0.9,0.16,-0.45,0.1,0.137709,0.00274146,10000
1,0.9,0.16,-0.45,0.12,0.14278,0.00288961,10000
1,0.9,0.16,-0.45,0.13,0.145115,0.00296029,10000
1,0.9,0.16,-0.45,0.14,0.145327,0.00303341,10000
1,0.9,0.16,-0.45,0.15,0.150209,0.00313562,10000
1,0.9,0.16,-0.45,0.16,0.148882,0.00319495,10000
1,0.9,0.16,-0.45,0.17,0.150035,0.00327136,10000
1,0.9,0.16,-0.45,0.18,0.154066,0.0033947,10000
1,0.9,0.16,-0.45,0.19,0.157218,0.00347155,10000
1,0.9,0.16,-0.45,0.2,0.159286,0.00358713,10000
1,0.9,0.17,-0.34,0.1,0.129805,0.00237584,10000
1,0.9,0.17,-0.34,0.12,0.130817,0.00253322,10000
1,0.9,0.17,-0.34,0.13,0.134311,0.00261895,10000
1,0.9,0.17,-0.34,0.14,0.137088,0.00270609,10000
1,0.9,0.17,-0.34,0.15,0.13992,0.00281866,10000
1,0.9,0.17,-0.34,0.16,0.140853,0.00288687,10000
1,0.9,0.17,-0.34,0.17,0.141994,0.00297526,10000
1,0.9,0.17,-0.34,0.18,0.145456,0.00309663,10000
1,0.9,0.17,-0.34,0.19,0.14601,0.00317959,10000
1,0.9,0.17,-0.34,0.2,0.151404,0.00334941,10000
1,0.9,0.17,-0.3,0.1,0.125972,0.00224638,10000
1,0.9,0.17,-0.3,0.12,0.127559,0.00240828,10000
1,0.9,0.17,-0.3,0.13,0.128095,0.00246871,10000
1,0.9,0.17,-0.3,0.14,0.133201,0.00259396,10000
1,0.9,0.17,-0.3,0.15,0.133516,0.00270794,10000
1,0.9,0.17,-0.3,0.16,0.137279,0.00278266,10000
1,0.9,0.17,-0.3,0.17,0.138823,0.00291662,10000
1,0.9,0.17,-0.3,0.18,0.142012,0.00305661,10000
1,0.9,0.17,-0.3,0.19,0.146036,0.00311808,10000
1,0.9,0.17,-0.3,0.2,0.144678,0.00327236,10000
1,0.9,0.17,-0.27,0.1,0.124656,0.00216445,10000
1,0.9,0.17,-0.27,0.12,0.125903,0.00232338,10000
1,0.9,0.17,-0.27,0.13,0.128665,0.00242313,10000
1,0.9,0.17,-0.27,0.14,0.131659,0.00254324,10000
1,0.9,0.17,-0.27,0.15,0.133539,0.00265293,10000
1,0.9,0.17,-0.27,0.16,0.133635,0.00272543,10000
1,0.9,0.17,-0.27,0.17,0.134971,0.0027955,10000
1,0.9,0.17,-0.27,0.18,0.137608,0.00292133,10000
1,0.9,0.17,-0.27,0.19,0.141345,0.0030719,10000
1,0.9,0.17,-0.27,0.2,0.145011,0.00320585,10000
1,0.9,0.17,-0.24,0.1,0.118451,0.00205652,10000
1,0.9,0.17,-0.24,0.12,0.120546,0.00221061,10000
1,0.9,0.17,-0.24,0.13,0.127138,0.00233346,10000
1,0.9,0.17,-0.24,0.14,0.129647,0.00247072,10000
1,0.9,0.17,-0.24,0.15,0.128574,0.00254403,10000
1,0.9,0.17,-0.24,0.16,0.133552,0.00266753,10000
1,0.9,0.17,-0.24,0.17,0.137668,0.0028363,10000
1,0.9,0.17,-0.24,0.18,0.136959,0.00290373,10000
1,0.9,0.17,-0.24,0.19,0.140686,0.00305222,10000
1,0.9,0.17,-0.24,0.2,0.143416,0.00317468,10000
1,0.9,0.17,-0.21,0.1,0.115673,0.00195482,10000
1,0.9,0.17,-0.21,0.12,0.122872,0.00217904,10000
1,0.9,0.17,-0.21,0.13,0.122687,0.00228802,10000
1,0.9,0.17,-0.21,0.14,0.123368,0.00235277,10000
1,0.9,0.17,-0.21,0.15,0.126112,0.00251024,10000
1,0.9,0.17,-0.21,0.16,0.130755,0.00261243,10000
1,0.9,0.17,-0.21,0.17,0.133825,0.00277697,10000
1,0.9,0.17,-0.21,0.18,0.134642,0.00284856,10000
1,0.9,0.17,-0.21,0.19,0.138171,0.00299192,10000
1,0.9,0.17,-0.21,0.2,0.140067,0.00311355,10000
1,0.9,0.17,-0.25,0.1,0.120091,0.00207217,10000
1,0.9,0.17,-0.25,0.12,0.12368,0.00227834,10000
1,0.9,0.17,-0.25,0.13,0.12615,0.00236961,10000
1,0.9,0.17,-0.25,0.14,0.129196,0.00249475,10000
1,0.9,0.17,-0.25,0.15,0.130157,0.00253392,10000
1,0.9,0.17,-0.25,0.16,0.131629,0.00264875,10000
1,0.9,0.17,-0.25,0.17,0.135744,0.00278937,10000
1,0.9,0.17,-0.25,0.18,0.134764,0.00290473,10000
1,0.9,0.17,-0.25,0.19,0.141374,0.00305002,10000
1,0.9,0.17,-0.25,0.2,0.144049,0.00317986,10000
1,0.9,0.17,-0.26,0.1,0.121954,0.00211872,10000
1,0.9,0.17,-0.26,0.12,0.124582,0.00230514,10000
1,0.9,0.17,-0.26,0.13,0.127185,0.00244026,10000
1,0.9,0.17,-0.26,0.14,0.128957,0.00248301,10000
1,0.9,0.17,-0.26,0.15,0.130196,0.00260145,10000
1,0.9,0.17,-0.26,0.16,0.134166,0.0027337,10000
1,0.9,0.17,-0.26,0.17,0.139138,0.00285621,10000
1,0.9,0.17,-0.26,0.18,0.140207,0.00293626,10000
1,0.9,0.17,-0.26,0.19,0.142743,0.00310898,10000
1,0.9,0.17,-0.26,0.2,0.14561,0.00321212,10000
1,0.9,0.17,-0.35,0.1,0.128186,0.0024468,10000
1,0.9,0.17,-0.35,0.12,0.135437,0.0025705,10000
1,0.9,0.17,-0.35,0.13,0.134398,0.00267996,10000
1,0.9,0.17,-0.35,0.14,0.136019,0.00270466,10000
1,0.9,0.17,-0.35,0.15,0.137751,0.00281746,10000
1,0.9,0.17,-0.35,0.16,0.138927,0.00289279,10000
1,0.9,0.17,-0.35,0.17,0.140945,0.00300364,10000
1,0.9,0.17,-0.35,0.18,0.146784,0.00314782,10000
1,0.9,0.17,-0.35,0.19,0.148219,0.00322811,10000
1,0.9,0.17,-0.35,0.2,0.151837,0.00336087,10000
1,0.9,0.17,-0.4,0.1,0.134873,0.00260637,10000
1,0.9,0.17,-0.4,0.12,0.136186,0.00271392,10000
1,0.9,0.17,-0.4,0.13,0.139732,0.00279709,10000
1,0.9,0.17,-0.4,0.14,0.140059,0.00287296,10000
1,0.9,0.17,-0.4,0.15,0.143693,0.0029765,10000
1,0.9,0.17,-0.4,0.16,0.147149,0.00307972,10000
1,0.9,0.17,-0.4,0.17,0.147991,0.00316434,10000
1,0.9,0.17,-0.4,0.18,0.153874,0.00333223,10000
1,0.9,0.17,-0.4,0.19,0.152718,0.00336206,10000
1,0.9,0.17,-0.4,0.2,0.156801,0.00345484,10000
1,0.9,0.17,-0.45,0.1,0.138203,0.00278545,10000
1,0.9,0.17,-0.45,0.12,0.143924,0.00293721,10000
1,0.9,0.17,-0.45,0.13,0.146295,0.00299505,10000
1,0.9,0.17,-0.45,0.14,0.148079,0.00309363,10000
1,0.9,0.17,-0.45,0.15,0.149397,0.00315833,10000
1,0.9,0.17,-0.45,0.16,0.148989,0.0032055,10000
1,0.9,0.17,-0.45,0.17,0.152527,0.0033107,10000
1,0.9,0.17,-0.45,0.18,0.157525,0.00339754,10000
1,0.9,0.17,-0.45,0.19,0.159538,0.00354128,10000
1,0.9,0.17,-0.45,0.2,0.158072,0.00358704,10000
1,0.9,0.18,-0.34,0.1,0.128946,0.00239775,10000
1,0.9,0.18,-0.34,0.12,0.132255,0.00254069,10000
1,0.9,0.18,-0.34,0.13,0.134412,0.00262952,10000
1,0.9,0.18,-0.34,0.14,0.140209,0.00276121,10000
1,0.9,0.18,-0.34,0.15,0.137698,0.00284997,10000
1,0.9,0.18,-0.34,0.16,0.141748,0.00290931,10000
1,0.9,0.18,-0.34,0.17,0.143973,0.00303165,10000
1,0.9,0.18,-0.34,0.18,0.145526,0.00313607,10000
1,0.9,0.18,-0.34,0.19,0.150331,0.00326116,10000
1,0.9,0.18,-0.34,0.2,0.149337,0.00333098,10000
1,0.9,0.18,-0.3,0.1,0.125195,0.00225405,10000
1,0.9,0.18,-0.3,0.12,0.130347,0.00246475,10000
1,0.9,0.18,-0.3,0.13,0.129988,0.00249686,10000
1,0.9,0.18,-0.3,0.14,0.131679,0.00261184,10000
1,0.9,0.18,-0.3,0.15,0.137171,0.00273729,10000
1,0.9,0.18,-0.3,0.16,0.137686,0.00280627,10000
1,0.9,0.18,-0.3,0.17,0.141551,0.0029363,10000
1,0.9,0.18,-0.3,0.18,0.141808,0.00300108,10000
1,0.9,0.18,-0.3,0.19,0.143861,0.00314047,10000
1,0.9,0.18,-0.3,0.2,0.145158,0.00320239,10000
1,0.9,0.18,-0.27,0.1,0.122846,0.00215667,10000
1,0.9,0.18,-0.27,0.12,0.127183,0.00233988,10000
1,0.9,0.18,-0.27,0.13,0.127934,0.00242688,10000
1,0.9,0.18,-0.27,0.14,0.129349,0.00252167,10000
1,0.9,0.18,-0.27,0.15,0.133312,0.0026369,10000
1,0.9,0.18,-0.27,0.16,0.134395,0.00273592,10000
1,0.9,0.18,-0.27,0.17,0.134792,0.00283333,10000
1,0.9,0.18,-0.27,0.18,0.141407,0.00294907,10000
1,0.9,0.18,-0.27,0.19,0.143591,0.00308433,10000
1,0.9,0.18,-0.27,0.2,0.145599,0.00321546,10000
1,0.9,0.18,-0.24,0.1,0.121133,0.00207991,10000
1,0.9,0.18,-0.24,0.12,0.125589,0.00225399,10000
1,0.9,0.18,-0.24,0.13,0.124034,0.00235312,10000
1,0.9,0.18,-0.24,0.14,0.12915,0.00245235,10000
1,0.9,0.18,-0.24,0.15,0.130491,0.00258036,10000
1,0.9,0.18,-0.24,0.16,0.133037,0.0026813,10000
1,0.9,0.18,-0.24,0.17,0.134462,0.00280255,10000
1,0.9,0.18,-0.24,0.18,0.136397,0.00289941,10000
1,0.9,0.18,-0.24,0.19,0.141512,0.00303551,10000
1,0.9,0.18,-0.24,0.2,0.144663,0.00318141,10000
1,0.9,0.18,-0.21,0.1,0.117723,0.00198787,10000
1,0.9,0.18,-0.21,0.12,0.122385,0.00218711,10000
1,0.9,0.18,-0.21,0.13,0.122637,0.00227334,10000
1,0.9,0.18,-0.21,0.14,0.126702,0.00242744,10000
1,0.9,0.18,-0.21,0.15,0.129306,0.00255352,10000
1,0.9,0.18,-0.21,0.16,0.130493,0.00263159,10000
1,0.9,0.18,-0.21,0.17,0.136454,0.00280075,10000
1,0.9,0.18,-0.21,0.18,0.136824,0.00289253,10000
1,0.9,0.18,-0.21,0.19,0.138247,0.00297867,10000
1,0.9,0.18,-0.21,0.2,0.141622,0.00313301,10000
1,0.9,0.18,-0.25,0.1,0.121775,0.0020876,10000
1,0.9,0.18,-0.25,0.12,0.12493,0.00227274,10000
1,0.9,0.18,-0.25,0.13,0.12525,0.00235248,10000
1,0.9,0.18,-0.25,0.14,0.12596,0.00244459,10000
1,0.9,0.18,-0.25,0.15,0.129349,0.00257312,10000
1,0.9,0.18,-0.25,0.16,0.133688,0.00271939,10000
1,0.9,0.18,-0.25,0.17,0.135199,0.00277446,10000
1,0.9,0.18,-0.25,0.18,0.139672,0.00291025,10000
1,0.9,0.18,-0.25,0.19,0.141548,0.00307689,10000
1,0.9,0.18,-0.25,0.2,0.141011,0.00314445,10000
1,0.9,0.18,-0.26,0.1,0.121924,0.00212198,10000
1,0.9,0.18,-0.26,0.12,0.126783,0.00230551,10000
1,0.9,0.18,-0.26,0.13,0.128439,0.00240286,10000
1,0.9,0.18,-0.26,0.14,0.129429,0.00249918,10000
1,0.9,0.18,-0.26,0.15,0.1339,0.00262694,10000
1,0.9,0.18,-0.26,0.16,0.134356,0.00271138,10000
1,0.9,0.18,-0.26,0.17,0.137869,0.00284362,10000
1,0.9,0.18,-0.26,0.18,0.139999,0.00298137,10000
1,0.9,0.18,-0.26,0.19,0.14089,0.00300372,10000
1,0.9,0.18,-0.26,0.2,0.1468,0.00324391,10000
1,0.9,0.18,-0.35,0.1,0.131419,0.00244846,10000
1,0.9,0.18,-0.35,0.12,0.134069,0.00256862,10000
1,0.9,0.18,-0.35,0.13,0.135098,0.00266982,10000
1,0.9,0.18,-0.35,0.14,0.138595,0.00273535,10000
1,0.9,0.18,-0.35,0.15,0.142072,0.00285279,10000
1,0.9,0.18,-0.35,0.16,0.139624,0.00292138,10000
1,0.9,0.18,-0.35,0.17,0.144802,0.0030393,10000
1,0.9,0.18,-0.35,0.18,0.146644,0.00316385,10000
1,0.9,0.18,-0.35,0.19,0.150645,0.00326581,10000
1,0.9,0.18,-0.35,0.2,0.155702,0.00344179,10000
1,0.9,0.18,-0.4,0.1,0.135229,0.00260994,10000
1,0.9,0.18,-0.4,0.12,0.138784,0.0027348,10000
1,0.9,0.18,-0.4,0.13,0.141647,0.00283402,10000
1,0.9,0.18,-0.4,0.14,0.140376,0.00289313,10000
1,0.9,0.18,-0.4,0.15,0.145414,0.00299466,10000
1,0.9,0.18,-0.4,0.16,0.145059,0.00304631,10000
1,0.9,0.18,-0.4,0.17,0.152544,0.00321499,10000
1,0.9,0.18,-0.4,0.18,0.150879,0.0032438,10000
1,0.9,0.18,-0.4,0.19,0.152588,0.0033587,10000
1,0.9,0.18,-0.4,0.2,0.156378,0.00346984,10000
1,0.9,0.18,-0.45,0.1,0.140109,0.00281808,10000
1,0.9,0.18,-0.45,0.12,0.144077,0.0029463,10000
1,0.9,0.18,-0.45,0.13,0.147548,0.00304847,10000
1,0.9,0.18,-0.45,0.14,0.148299,0.00308836,10000
1,0.9,0.18,-0.45,0.15,0.149654,0.0031608,10000
1,0.9,0.18,-0.45,0.16,0.150743,0.00326507,10000
1,0.9,0.18,-0.45,0.17,0.152292,0.00332052,10000
1,0.9,0.18,-0.45,0.18,0.153917,0.00336491,10000
1,0.9,0.18,-0.45,0.19,0.160211,0.00355228,10000
1,0.9,0.18,-0.45,0.2,0.159067,0.00358537,10000
1,0.9,0.19,-0.34,0.1,0.131588,0.00242592,10000
1,0.9,0.19,-0.34,0.12,0.134759,0.00256967,10000
1,0.9,0.19,-0.34,0.13,0.137002,0.00267656,10000
1,0.9,0.19,-0.34,0.14,0.137945,0.00274947,10000
1,0.9,0.19,-0.34,0.15,0.140892,0.0028643,10000
1,0.9,0.19,-0.34,0.16,0.143255,0.00292082,10000
1,0.9,0.19,-0.34,0.17,0.14393,0.00302908,10000
1,0.9,0.19,-0.34,0.18,0.147188,0.00312772,10000
1,0.9,0.19,-0.34,0.19,0.147538,0.00320759,10000
1,0.9,0.19,-0.34,0.2,0.151218,0.00334342,10000
1,0.9,0.19,-0.3,0.1,0.125548,0.00226086,10000
1,0.9,0.19,-0.3,0.12,0.128123,0.00242009,10000
1,0.9,0.19,-0.3,0.13,0.131626,0.00254977,10000
1,0.9,0.19,-0.3,0.14,0.13469,0.00262583,10000
1,0.9,0.19,-0.3,0.15,0.135821,0.00270117,10000
1,0.9,0.19,-0.3,0.16,0.139249,0.002867,10000
1,0.9,0.19,-0.3,0.17,0.139727,0.00291727,10000
1,0.9,0.19,-0.3,0.18,0.141467,0.00302681,10000
1,0.9,0.19,-0.3,0.19,0.147289,0.00318369,10000
1,0.9,0.19,-0.3,0.2,0.150596,0.00328402,10000
1,0.9,0.19,-0.27,0.1,0.125028,0.00218326,10000
1,0.9,0.19,-0.27,0.12,0.127315,0.00235289,10000
1,0.9,0.19,-0.27,0.13,0.129185,0.00241975,10000
1,0.9,0.19,-0.27,0.14,0.131253,0.00251756,10000
1,0.9,0.19,-0.27,0.15,0.13397,0.00265164,10000
1,0.9,0.19,-0.27,0.16,0.137208,0.00273452,10000
1,0.9,0.19,-0.27,0.17,0.137328,0.00286108,10000
1,0.9,0.19,-0.27,0.18,0.141738,0.00299522,10000
1,0.9,0.19,-0.27,0.19,0.145692,0.00310011,10000
1,0.9,0.19,-0.27,0.2,0.14658,0.00323996,10000
1,0.9,0.19,-0.24,0.1,0.119974,0.00207395,10000
1,0.9,0.19,-0.24,0.12,0.123948,0.00224091,10000
1,0.9,0.19,-0.24,0.13,0.128078,0.00234764,10000
1,0.9,0.19,-0.24,0.14,0.128724,0.00245812,10000
1,0.9,0.19,-0.24,0.15,0.131101,0.00257874,10000
1,0.9,0.19,-0.24,0.16,0.133899,0.00267935,10000
1,0.9,0.19,-0.24,0.17,0.135847,0.00279277,10000
1,0.9,0.19,-0.24,0.18,0.137669,0.00291221,10000
1,0.9,0.19,-0.24,0.19,0.141619,0.00306299,10000
1,0.9,0.19,-0.24,0.2,0.144384,0.00318918,10000
1,0.9,0.19,-0.21,0.1,0.117972,0.00198461,10000
1,0.9,0.19,-0.21,0.12,0.123756,0.00221125,10000
1,0.9,0.19,-0.21,0.13,0.123043,0.00227909,10000
1,0.9,0.19,-0.21,0.14,0.125796,0.00239836,10000
1,0.9,0.19,-0.21,0.15,0.127615,0.00251607,10000
1,0.9,0.19,-0.21,0.16,0.130441,0.00263157,10000
1,0.9,0.19,-0.21,0.17,0.13281,0.00274058,10000
1,0.9,0.19,-0.21,0.18,0.136876,0.00290421,10000
1,0.9,0.19,-0.21,0.19,0.140115,0.00306015,10000
1,0.9,0.19,-0.21,0.2,0.142459,0.00314332,10000
1,0.9,0.19,-0.25,0.1,0.123495,0.00211305,10000
1,0.9,0.19,-0.25,0.12,0.126743,0.00231458,10000
1,0.9,0.19,-0.25,0.13,0.130399,0.00241039,10000
1,0.9,0.19,-0.25,0.14,0.1303,0.00249089,10000
1,0.9,0.19,-0.25,0.15,0.131167,0.00256645,10000
1,0.9,0.19,-0.25,0.16,0.134244,0.0027084,10000
1,0.9,0.19,-0.25,0.17,0.139372,0.00283535,10000
1,0.9,0.19,-0.25,0.18,0.139376,0.00296634,10000
1,0.9,0.19,-0.25,0.19,0.140229,0.00302991,10000
1,0.9,0.19,-0.25,0.2,0.144463,0.00319809,10000
1,0.9,0.19,-0.26,0.1,0.121941,0.00213444,10000
1,0.9,0.19,-0.26,0.12,0.125881,0.00233046,10000
1,0.9,0.19,-0.26,0.13,0.127942,0.00241493,10000
1,0.9,0.19,-0.26,0.14,0.131565,0.0024975,10000
1,0.9,0.19,-0.26,0.15,0.132525,0.00264647,10000
1,0.9,0.19,-0.26,0.16,0.135473,0.00268764,10000
1,0.9,0.19,-0.26,0.17,0.138791,0.00285664,10000
1,0.9,0.19,-0.26,0.18,0.140789,0.00299022,10000
1,0.9,0.19,-0.26,0.19,0.142659,0.00310587,10000
1,0.9,0.19,-0.26,0.2,0.148883,0.0032613,10000
1,0.9,0.19,-0.35,0.1,0.130668,0.00248655,10000
1,0.9,0.19,-0.35,0.12,0.133819,0.00262442,10000
1,0.9,0.19,-0.35,0.13,0.137194,0.00271588,10000
1,0.9,0.19,-0.35,0.14,0.140274,0.00275897,10000
